,area_id,area_type,year,Aggravated assault,All Crimes,Burglary,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Property crime,Rape (revised definition),Robbery,Violent crime,City,State
19340,1600000US2034275,region.place,2013,0.0,18.0,3.0,5.0,0.0,0,8.0,1.0,0.0,1.0,Inman,KS
19356,1600000US2055100,region.place,2014,0.0,56.0,12.0,10.0,6.0,0,28.0,0.0,0.0,0.0,Peabody,KS
19366,1600000US2003250,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Auburn,KS
19389,1600000US2073775,region.place,2013,0.0,14.0,3.0,4.0,0.0,0,7.0,0.0,0.0,0.0,Victoria,KS
19390,1600000US2073775,region.place,2014,0.0,4.0,2.0,0.0,0.0,0,2.0,0.0,0.0,0.0,Victoria,KS
19421,1600000US2009000,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bucklin,KS
19422,1600000US2009000,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bucklin,KS
19435,1600000US2009575,region.place,2014,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Burrton,KS
19442,1600000US2039125,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Lebo,KS
19443,1600000US2039125,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Lebo,KS
19447,1600000US2006175,region.place,2013,0.0,10.0,1.0,4.0,0.0,0,5.0,0.0,0.0,0.0,Benton,KS
19449,1600000US2021425,region.place,2013,0.0,50.0,5.0,20.0,0.0,0,25.0,0.0,0.0,0.0,Enterprise,KS
19451,1600000US2025375,region.place,2014,0.0,12.0,1.0,4.0,1.0,0,6.0,0.0,0.0,0.0,Garden Plain,KS
19463,1600000US2075950,region.place,2013,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Waterville,KS
19470,1600000US2079800,region.place,2013,0.0,14.0,0.0,7.0,0.0,0,7.0,0.0,0.0,0.0,Winchester,KS
19471,1600000US2041575,region.place,2014,0.0,4.0,1.0,0.0,1.0,0,2.0,0.0,0.0,0.0,Little River,KS
19479,1600000US2012650,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Chase,KS
19482,1600000US2076050,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Waverly,KS
19484,1600000US2006125,region.place,2013,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Bentley,KS
19496,1600000US2048125,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Moran,KS
19506,1600000US2009700,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bushton,KS
19849,1600000US2123932,region.place,2013,0.0,234.0,10.0,100.0,4.0,0,114.0,3.0,0.0,3.0,Edgewood,KY
19850,1600000US2123932,region.place,2014,0.0,296.0,11.0,130.0,6.0,0,147.0,0.0,1.0,1.0,Edgewood,KY
19858,1600000US2100802,region.place,2013,0.0,406.0,16.0,177.0,5.0,0,198.0,1.0,4.0,5.0,Alexandria,KY
19893,1600000US2128558,region.place,2013,0.0,190.0,9.0,73.0,9.0,1,91.0,0.0,3.0,4.0,Fort Mitchell,KY
19894,1600000US2128558,region.place,2014,0.0,256.0,20.0,99.0,5.0,0,124.0,0.0,4.0,4.0,Fort Mitchell,KY
19939,1600000US2127802,region.place,2014,0.0,74.0,15.0,16.0,6.0,0,37.0,0.0,0.0,0.0,Flatwoods,KY
19946,1600000US2179698,region.place,2013,0.0,74.0,4.0,30.0,3.0,0,37.0,0.0,0.0,0.0,Villa Hills,KY
19947,1600000US2179698,region.place,2014,0.0,118.0,17.0,40.0,1.0,0,58.0,1.0,0.0,1.0,Villa Hills,KY
20041,1600000US2116372,region.place,2013,0.0,326.0,10.0,146.0,2.0,0,158.0,0.0,5.0,5.0,Cold Spring,KY
20042,1600000US2116372,region.place,2014,0.0,314.0,10.0,138.0,4.0,0,152.0,2.0,3.0,5.0,Cold Spring,KY
20066,1600000US2128612,region.place,2013,0.0,740.0,27.0,315.0,9.0,0,351.0,1.0,18.0,19.0,Fort Wright,KY
20123,1600000US2163264,region.place,2013,0.0,98.0,13.0,36.0,0.0,0,49.0,0.0,0.0,0.0,Prospect,KY
20124,1600000US2163264,region.place,2014,0.0,48.0,3.0,20.0,0.0,0,23.0,0.0,1.0,1.0,Prospect,KY
20179,1600000US2158962,region.place,2013,0.0,188.0,11.0,79.0,1.0,0,91.0,0.0,3.0,3.0,Paintsville,KY
20203,1600000US2171976,region.place,2013,0.0,138.0,17.0,43.0,3.0,1,63.0,1.0,4.0,6.0,Southgate,KY
20221,1600000US2173110,region.place,2014,0.0,16.0,4.0,4.0,0.0,0,8.0,0.0,0.0,0.0,Stanford,KY
20262,1600000US2181858,region.place,2013,0.0,48.0,6.0,17.0,0.0,0,23.0,0.0,1.0,1.0,West Liberty,KY
20315,1600000US2159255,region.place,2013,0.0,106.0,16.0,32.0,2.0,0,50.0,1.0,2.0,3.0,Park Hills,KY
20324,1600000US2139304,region.place,2013,0.0,94.0,18.0,27.0,2.0,0,47.0,0.0,0.0,0.0,Indian Hills,KY
20333,1600000US2154174,region.place,2013,0.0,56.0,7.0,15.0,3.0,0,25.0,0.0,3.0,3.0,Mount Vernon,KY
20359,1600000US2109226,region.place,2013,0.0,38.0,4.0,14.0,1.0,0,19.0,0.0,0.0,0.0,Brandenburg,KY
20367,1600000US2173164,region.place,2013,0.0,98.0,15.0,33.0,0.0,0,48.0,0.0,1.0,1.0,Stanton,KY
20385,1600000US2127856,region.place,2013,0.0,94.0,6.0,37.0,4.0,0,47.0,0.0,0.0,0.0,Flemingsburg,KY
20386,1600000US2127856,region.place,2014,0.0,62.0,15.0,14.0,1.0,0,30.0,0.0,1.0,1.0,Flemingsburg,KY
20395,1600000US2135020,region.place,2014,0.0,34.0,10.0,6.0,1.0,0,17.0,0.0,0.0,0.0,Hartford,KY
20416,1600000US2161356,region.place,2013,0.0,24.0,5.0,6.0,1.0,0,12.0,0.0,0.0,0.0,Pioneer Village,KY
20422,1600000US2123824,region.place,2013,0.0,54.0,6.0,21.0,0.0,0,27.0,0.0,0.0,0.0,Eddyville,KY
20423,1600000US2123824,region.place,2014,0.0,76.0,8.0,30.0,0.0,0,38.0,0.0,0.0,0.0,Eddyville,KY
20451,1600000US2170752,region.place,2013,0.0,36.0,4.0,13.0,0.0,0,17.0,0.0,1.0,1.0,Simpsonville,KY
20460,1600000US2174316,region.place,2013,0.0,16.0,1.0,6.0,0.0,0,7.0,0.0,1.0,1.0,Sturgis,KY
20495,1600000US2132968,region.place,2013,0.0,52.0,7.0,18.0,1.0,0,26.0,0.0,0.0,0.0,Greensburg,KY
20532,1600000US2140312,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Jenkins,KY
20533,1600000US2140312,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Jenkins,KY
20541,1600000US2139646,region.place,2013,0.0,10.0,3.0,2.0,0.0,0,5.0,0.0,0.0,0.0,Irvine,KY
20542,1600000US2139646,region.place,2014,0.0,6.0,1.0,2.0,0.0,0,3.0,0.0,0.0,0.0,Irvine,KY
20550,1600000US2101504,region.place,2013,0.0,92.0,11.0,33.0,2.0,0,46.0,0.0,0.0,0.0,Anchorage,KY
20551,1600000US2101504,region.place,2014,0.0,66.0,10.0,20.0,3.0,0,33.0,0.0,0.0,0.0,Anchorage,KY
20566,1600000US2161248,region.place,2013,0.0,122.0,13.0,44.0,2.0,0,59.0,0.0,2.0,2.0,Pineville,KY
20575,1600000US2138008,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Horse Cave,KY
20584,1600000US2177160,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Tompkinsville,KY
20597,1600000US2146072,region.place,2014,0.0,22.0,5.0,6.0,0.0,0,11.0,0.0,0.0,0.0,Liberty,KY
20605,1600000US2140114,region.place,2013,0.0,24.0,5.0,7.0,0.0,0,12.0,0.0,0.0,0.0,Jamestown,KY
20615,1600000US2126434,region.place,2014,0.0,74.0,13.0,21.0,3.0,0,37.0,0.0,0.0,0.0,Falmouth,KY
20622,1600000US2112898,region.place,2014,0.0,58.0,11.0,16.0,2.0,0,29.0,0.0,0.0,0.0,Carlisle,KY
20639,1600000US2158692,region.place,2013,0.0,26.0,5.0,6.0,2.0,0,13.0,0.0,0.0,0.0,Owenton,KY
20640,1600000US2158692,region.place,2014,0.0,24.0,0.0,10.0,2.0,0,12.0,0.0,0.0,0.0,Owenton,KY
20644,1600000US2168232,region.place,2013,0.0,4.0,0.0,1.0,0.0,1,1.0,0.0,0.0,1.0,Salyersville,KY
20659,1600000US2100694,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Albany,KY
20660,1600000US2100694,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Albany,KY
20665,1600000US2116110,region.place,2013,0.0,142.0,10.0,60.0,1.0,0,71.0,0.0,0.0,0.0,Coal Run Village,KY
20666,1600000US2116110,region.place,2014,0.0,108.0,4.0,49.0,0.0,0,53.0,0.0,1.0,1.0,Coal Run Village,KY
20672,1600000US2182776,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Whitesburg,KY
20673,1600000US2182776,region.place,2014,0.0,12.0,2.0,2.0,2.0,0,6.0,0.0,0.0,0.0,Whitesburg,KY
20682,1600000US2157918,region.place,2014,0.0,40.0,6.0,12.0,2.0,0,20.0,0.0,0.0,0.0,Olive Hill,KY
20685,1600000US2138818,region.place,2013,0.0,14.0,4.0,3.0,0.0,0,7.0,0.0,0.0,0.0,Hurstbourne Acres,KY
20686,1600000US2138818,region.place,2014,0.0,10.0,1.0,4.0,0.0,0,5.0,0.0,0.0,0.0,Hurstbourne Acres,KY
20704,1600000US2104546,region.place,2014,0.0,8.0,4.0,0.0,0.0,0,4.0,0.0,0.0,0.0,Beattyville,KY
20728,1600000US2180706,region.place,2014,0.0,8.0,1.0,2.0,1.0,0,4.0,0.0,0.0,0.0,Warsaw,KY
20745,1600000US2179068,region.place,2014,0.0,12.0,2.0,4.0,0.0,0,6.0,0.0,0.0,0.0,Vanceburg,KY
20753,1600000US2133562,region.place,2013,0.0,24.0,3.0,7.0,2.0,0,12.0,0.0,0.0,0.0,Guthrie,KY
20754,1600000US2133562,region.place,2014,0.0,36.0,7.0,5.0,3.0,0,15.0,1.0,2.0,3.0,Guthrie,KY
20762,1600000US2154570,region.place,2013,0.0,20.0,4.0,5.0,0.0,0,9.0,0.0,1.0,1.0,Munfordville,KY
20763,1600000US2154570,region.place,2014,0.0,52.0,11.0,13.0,1.0,0,25.0,1.0,0.0,1.0,Munfordville,KY
20768,1600000US2145136,region.place,2013,0.0,12.0,1.0,2.0,0.0,0,3.0,3.0,0.0,3.0,Lewisport,KY
20769,1600000US2145136,region.place,2014,0.0,10.0,0.0,5.0,0.0,0,5.0,0.0,0.0,0.0,Lewisport,KY
20778,1600000US2102638,region.place,2014,0.0,34.0,1.0,15.0,1.0,0,17.0,0.0,0.0,0.0,Auburn,KY
20782,1600000US2172210,region.place,2013,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,South Shore,KY
20783,1600000US2172210,region.place,2014,0.0,4.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,South Shore,KY
20787,1600000US2111098,region.place,2013,0.0,24.0,7.0,2.0,1.0,0,10.0,0.0,2.0,2.0,Burkesville,KY
20788,1600000US2111098,region.place,2014,0.0,20.0,3.0,5.0,2.0,0,10.0,0.0,0.0,0.0,Burkesville,KY
20796,1600000US2123230,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Earlington,KY
20797,1600000US2123230,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Earlington,KY
20804,1600000US2160492,region.place,2013,0.0,10.0,2.0,3.0,0.0,0,5.0,0.0,0.0,0.0,Pewee Valley,KY
20805,1600000US2160492,region.place,2014,0.0,6.0,1.0,2.0,0.0,0,3.0,0.0,0.0,0.0,Pewee Valley,KY
20819,1600000US2123968,region.place,2013,0.0,14.0,3.0,3.0,0.0,0,6.0,0.0,1.0,1.0,Edmonton,KY
20828,1600000US2102656,region.place,2013,0.0,72.0,9.0,22.0,5.0,0,36.0,0.0,0.0,0.0,Audubon Park,KY
20829,1600000US2102656,region.place,2014,0.0,126.0,16.0,43.0,3.0,0,62.0,0.0,1.0,1.0,Audubon Park,KY
20836,1600000US2184864,region.place,2013,0.0,8.0,1.0,3.0,0.0,0,4.0,0.0,0.0,0.0,Worthington,KY
20837,1600000US2184864,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Worthington,KY
20844,1600000US2115904,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Cloverport,KY
20845,1600000US2115904,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Cloverport,KY
20850,1600000US2181624,region.place,2013,0.0,980.0,16.0,450.0,10.0,0,476.0,0.0,14.0,14.0,West Buechel,KY
20851,1600000US2181624,region.place,2014,0.0,776.0,10.0,363.0,8.0,0,381.0,0.0,7.0,7.0,West Buechel,KY
20859,1600000US2139664,region.place,2013,0.0,22.0,2.0,7.0,2.0,0,11.0,0.0,0.0,0.0,Irvington,KY
20866,1600000US2139430,region.place,2014,0.0,12.0,2.0,3.0,1.0,0,6.0,0.0,0.0,0.0,Inez,KY
20873,1600000US2170644,region.place,2013,0.0,64.0,9.0,21.0,1.0,0,31.0,0.0,1.0,1.0,Silver Grove,KY
20874,1600000US2170644,region.place,2014,0.0,58.0,8.0,20.0,1.0,0,29.0,0.0,0.0,0.0,Silver Grove,KY
20881,1600000US2156910,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Nortonville,KY
20884,1600000US2100298,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Adairville,KY
20900,1600000US2133004,region.place,2013,0.0,8.0,1.0,3.0,0.0,0,4.0,0.0,0.0,0.0,Greenup,KY
20901,1600000US2133004,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Greenup,KY
20904,1600000US2107516,region.place,2013,0.0,14.0,2.0,4.0,1.0,0,7.0,0.0,0.0,0.0,Bloomfield,KY
20905,1600000US2107516,region.place,2014,0.0,14.0,1.0,6.0,0.0,0,7.0,0.0,0.0,0.0,Bloomfield,KY
20908,1600000US2182272,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Wheelwright,KY
20909,1600000US2182272,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Wheelwright,KY
20915,1600000US2115148,region.place,2013,0.0,10.0,1.0,3.0,1.0,0,5.0,0.0,0.0,0.0,Clarkson,KY
20916,1600000US2115148,region.place,2014,0.0,24.0,7.0,5.0,0.0,0,12.0,0.0,0.0,0.0,Clarkson,KY
20928,1600000US2135200,region.place,2013,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Hawesville,KY
20929,1600000US2135200,region.place,2014,0.0,16.0,1.0,5.0,1.0,0,7.0,1.0,0.0,1.0,Hawesville,KY
20936,1600000US2136102,region.place,2013,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Heritage Creek,KY
20937,1600000US2136102,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Heritage Creek,KY
20944,1600000US2156730,region.place,2013,0.0,18.0,1.0,8.0,0.0,0,9.0,0.0,0.0,0.0,Northfield,KY
20945,1600000US2156730,region.place,2014,0.0,28.0,0.0,14.0,0.0,0,14.0,0.0,0.0,0.0,Northfield,KY
20951,1600000US2125606,region.place,2013,0.0,24.0,4.0,8.0,0.0,0,12.0,0.0,0.0,0.0,Evarts,KY
20952,1600000US2125606,region.place,2014,0.0,34.0,6.0,10.0,0.0,0,16.0,0.0,1.0,1.0,Evarts,KY
20957,1600000US2127010,region.place,2013,0.0,18.0,3.0,6.0,0.0,0,9.0,0.0,0.0,0.0,Ferguson,KY
20958,1600000US2127010,region.place,2014,0.0,8.0,0.0,4.0,0.0,0,4.0,0.0,0.0,0.0,Ferguson,KY
20960,1600000US2160258,region.place,2013,0.0,12.0,1.0,5.0,0.0,0,6.0,0.0,0.0,0.0,Perryville,KY
20961,1600000US2160258,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Perryville,KY
20968,1600000US2159934,region.place,2013,0.0,24.0,5.0,7.0,0.0,0,12.0,0.0,0.0,0.0,Pembroke,KY
20969,1600000US2159934,region.place,2014,0.0,20.0,2.0,4.0,2.0,0,8.0,2.0,0.0,2.0,Pembroke,KY
20976,1600000US2148648,region.place,2013,0.0,26.0,2.0,10.0,0.0,0,12.0,0.0,1.0,1.0,Lynnview,KY
20977,1600000US2148648,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Lynnview,KY
20982,1600000US2110324,region.place,2013,0.0,8.0,1.0,1.0,1.0,0,3.0,1.0,0.0,1.0,Brownsville,KY
20991,1600000US2178492,region.place,2013,0.0,46.0,7.0,15.0,1.0,0,23.0,0.0,0.0,0.0,Uniontown,KY
20992,1600000US2178492,region.place,2014,0.0,32.0,5.0,10.0,1.0,0,16.0,0.0,0.0,0.0,Uniontown,KY
21004,1600000US2150286,region.place,2013,0.0,6.0,2.0,1.0,0.0,0,3.0,0.0,0.0,0.0,Martin,KY
21005,1600000US2150286,region.place,2014,0.0,14.0,1.0,4.0,1.0,0,6.0,0.0,1.0,1.0,Martin,KY
21009,1600000US2155758,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,New Haven,KY
21014,1600000US2105374,region.place,2014,0.0,4.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,Bellefonte,KY
21031,1600000US2103664,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bardwell,KY
21032,1600000US2103664,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Bardwell,KY
21039,1600000US2153616,region.place,2013,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Mortons Gap,KY
21040,1600000US2153616,region.place,2014,0.0,8.0,0.0,4.0,0.0,0,4.0,0.0,0.0,0.0,Mortons Gap,KY
21042,1600000US2149116,region.place,2013,0.0,4.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,McKee,KY
21043,1600000US2149116,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,McKee,KY
21051,1600000US2175810,region.place,2013,0.0,42.0,6.0,14.0,1.0,0,21.0,0.0,0.0,0.0,Taylorsville,KY
21057,1600000US2173038,region.place,2014,0.0,8.0,0.0,4.0,0.0,0,4.0,0.0,0.0,0.0,Stamping Ground,KY
21062,1600000US2162652,region.place,2013,0.0,24.0,2.0,8.0,2.0,0,12.0,0.0,0.0,0.0,Powderly,KY
21071,1600000US2168952,region.place,2013,0.0,6.0,2.0,1.0,0.0,0,3.0,0.0,0.0,0.0,Science Hill,KY
21072,1600000US2168952,region.place,2014,0.0,6.0,1.0,2.0,0.0,0,3.0,0.0,0.0,0.0,Science Hill,KY
21081,1600000US2145064,region.place,2014,0.0,8.0,0.0,4.0,0.0,0,4.0,0.0,0.0,0.0,Lewisburg,KY
21086,1600000US2148540,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Lynch,KY
21091,1600000US2171454,region.place,2013,0.0,16.0,0.0,8.0,0.0,0,8.0,0.0,0.0,0.0,Smiths Grove,KY
21092,1600000US2171454,region.place,2014,0.0,8.0,0.0,4.0,0.0,0,4.0,0.0,0.0,0.0,Smiths Grove,KY
21096,1600000US2148288,region.place,2013,0.0,12.0,4.0,2.0,0.0,0,6.0,0.0,0.0,0.0,Loyall,KY
21102,1600000US2151258,region.place,2013,0.0,16.0,1.0,6.0,0.0,0,7.0,0.0,1.0,1.0,Meadow Vale,KY
21103,1600000US2151258,region.place,2014,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Meadow Vale,KY
21104,1600000US2181012,region.place,2013,0.0,6.0,1.0,2.0,0.0,0,3.0,0.0,0.0,0.0,Wayland,KY
21111,1600000US2105662,region.place,2013,0.0,6.0,0.0,3.0,0.0,0,3.0,0.0,0.0,0.0,Benham,KY
21112,1600000US2105662,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Benham,KY
21115,1600000US2164092,region.place,2013,0.0,26.0,3.0,9.0,1.0,0,13.0,0.0,0.0,0.0,Ravenna,KY
21116,1600000US2164092,region.place,2014,0.0,14.0,2.0,5.0,0.0,0,7.0,0.0,0.0,0.0,Ravenna,KY
21121,1600000US2129872,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Gamaliel,KY
21122,1600000US2129872,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Gamaliel,KY
21132,1600000US2174064,region.place,2013,0.0,4.0,2.0,0.0,0.0,0,2.0,0.0,0.0,0.0,Strathmoor Manor,KY
21133,1600000US2174064,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Strathmoor Manor,KY
21139,1600000US2167656,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Sadieville,KY
21143,1600000US2177592,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Trenton,KY
21144,1600000US2177592,region.place,2014,0.0,4.0,0.0,2.0,0.0,0,2.0,0.0,0.0,0.0,Trenton,KY
21146,1600000US2113870,region.place,2014,0.0,2.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,Centertown,KY
21732,1600000US2733866,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,La Crescent,MN
21733,1600000US2733866,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,La Crescent,MN
21897,1600000US5336710,region.place,2014,0.0,62.0,2.0,27.0,2.0,0,31.0,0.0,0.0,0.0,La Center,WA
21938,1600000US2210600,region.place,2014,0.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,Brusly,LA
21968,1600000US2204020,region.place,2014,0.0,126.0,5.0,57.0,0.0,0,62.0,0.0,1.0,1.0,Baldwin,LA
22090,1600000US2940520,region.place,2013,0.0,6.0,0.0,3.0,0.0,0,3.0,0.0,0.0,0.0,La Monte,MO
22091,1600000US2940520,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,La Monte,MO
22105,1600000US2224145,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Epps,LA
22166,1600000US5143176,region.place,2013,0.0,4.0,1.0,1.0,0.0,0,2.0,0.0,0.0,0.0,La Crosse,VA
22198,1600000US2215745,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Clarence,LA
22203,1600000US2228660,region.place,2014,0.0,6.0,2.0,1.0,0.0,0,3.0,0.0,0.0,0.0,Georgetown,LA
22210,1600000US2251690,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Montpelier,LA
22212,1600000US2236885,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Ida,LA
22214,1600000US2225615,region.place,2014,0.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,Fisher,LA
23313,1600000US2507385,region.place,2014,0.0,36.0,1.0,16.0,1.0,0,18.0,0.0,0.0,0.0,Boxford,MA
23413,1600000US2561205,region.place,2014,0.0,22.0,5.0,6.0,0.0,0,11.0,0.0,0.0,0.0,Shelburne Falls,MA
24943,1600000US2623980,region.place,2014,0.0,280.0,19.0,115.0,3.0,0,137.0,3.0,0.0,3.0,East Grand Rapids,MI
25264,1600000US2640000,region.place,2013,0.0,132.0,12.0,49.0,4.0,0,65.0,0.0,1.0,1.0,Huntington Woods,MI
25426,1600000US2632300,region.place,2014,0.0,150.0,7.0,66.0,0.0,0,73.0,2.0,0.0,2.0,Gladstone,MI
25512,1600000US2688260,region.place,2013,0.0,44.0,6.0,13.0,0.0,0,19.0,2.0,1.0,3.0,Wolverine Lake,MI
25570,1600000US2661620,region.place,2014,0.0,106.0,13.0,36.0,0.0,0,49.0,3.0,1.0,4.0,Otsego,MI
25606,1600000US2687420,region.place,2013,0.0,46.0,8.0,13.0,0.0,0,21.0,1.0,1.0,2.0,Williamston,MI
25698,1600000US2618300,region.place,2014,0.0,88.0,6.0,32.0,2.0,0,40.0,3.0,1.0,4.0,Corunna,MI
25707,1600000US2662020,region.place,2014,0.0,40.0,2.0,17.0,1.0,0,20.0,0.0,0.0,0.0,Oxford,MI
25829,1600000US2630060,region.place,2014,0.0,202.0,10.0,87.0,1.0,0,98.0,2.0,1.0,3.0,Fowlerville,MI
25865,1600000US2664140,region.place,2013,0.0,78.0,3.0,34.0,2.0,0,39.0,0.0,0.0,0.0,Pinckney,MI
25919,1600000US2666100,region.place,2013,0.0,148.0,6.0,68.0,0.0,0,74.0,0.0,0.0,0.0,Potterville,MI
26005,1600000US2642260,region.place,2013,0.0,50.0,0.0,25.0,0.0,0,25.0,0.0,0.0,0.0,Kalkaska,MI
26014,1600000US2656200,region.place,2014,0.0,54.0,3.0,24.0,0.0,0,27.0,0.0,0.0,0.0,Munising,MI
26036,1600000US2661020,region.place,2014,0.0,52.0,1.0,23.0,0.0,0,24.0,1.0,1.0,2.0,Orchard Lake Village,MI
26051,1600000US2646360,region.place,2013,0.0,50.0,3.0,20.0,1.0,0,24.0,1.0,0.0,1.0,Laurium,MI
26087,1600000US2610580,region.place,2014,0.0,52.0,4.0,17.0,3.0,0,24.0,1.0,1.0,2.0,Bridgman,MI
26101,1600000US2652380,region.place,2013,0.0,58.0,3.0,24.0,1.0,0,28.0,0.0,1.0,1.0,Mattawan,MI
26993,1600000US2732498,region.place,2013,0.0,94.0,9.0,33.0,3.0,0,45.0,2.0,0.0,2.0,Kasson,MN
27018,1600000US2713168,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,Corcoran,MN
27065,1600000US2711386,region.place,2014,0.0,160.0,6.0,70.0,3.0,0,79.0,0.0,1.0,1.0,Chisholm,MN
27079,1600000US2733866,region.place,2013,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,La Crescent,MN
27080,1600000US2733866,region.place,2014,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,La Crescent,MN
27088,1600000US2715022,region.place,2013,0.0,154.0,16.0,50.0,10.0,0,76.0,1.0,0.0,1.0,Dayton,MN
27098,1600000US2752522,region.place,2014,0.0,310.0,12.0,136.0,7.0,0,155.0,0.0,0.0,0.0,Princeton,MN
27206,1600000US2768818,region.place,2014,0.0,212.0,23.0,78.0,3.0,0,104.0,2.0,0.0,2.0,Wayzata,MN
